Транзакция	Продукт
759755	Карандаши
759998	Зубная паста
760004	Зубная щетка
760058	Оберточная бумага
760139	Журнал
760139	Конфеты
760139	Поздравительная открытка
760238	Конфеты
760304	Карандаши
760322	Дезодорант
760322	Журнал
760322	Зубная щетка
760322	Карандаши
760322	Карта флеш-памяти
760322	Конфеты
760322	Парфюм
760322	Поздравительная открытка
760547	Зубная паста
760556	Зубная паста
760562	Журнал
760562	Зубная паста
760562	Мыло
760562	Поздравительная открытка
760643	Карта флеш-памяти
760649	Зубная паста
760706	Поздравительная открытка
760892	Шампунь
761030	Лекало
761066	Журнал
761084	Лекало
761162	Аналгетик
761177	Карандаши
761177	Поздравительная открытка
761204	Поздравительная открытка
761369	Журнал
761369	Карандаши
761369	Конфеты
761429	Лекало
761450	Конфеты
761573	Аналгетик
761585	Поздравительная открытка
761654	Зубная щетка
761663	Лекало
761711	Карандаши
761711	Конфеты
761711	Поздравительная открытка
761741	Конфеты
761765	Журнал
761765	Зубная паста
761765	Конфеты
761771	Парфюм
761831	Журнал
761831	Зубная паста
761831	Поздравительная открытка
761840	Шампунь
761918	Журнал
761918	Зубная щетка
761918	Конфеты
761918	Парфюм
761966	Конфеты
761981	Журнал
761981	Парфюм
762062	Карандаши
762068	Журнал
762068	Конфеты
762068	Поздравительная открытка
762098	Зубная щетка
762266	Журнал
762269	Зубная паста
762377	Мыло
762401	Карта флеш-памяти
762407	Зубная паста
762407	Карандаши
762407	Конфеты
762446	Оберточная бумага
762497	Журнал
762584	Оберточная бумага
762617	Журнал
762740	Зубная паста
762740	Оберточная бумага
762740	Фломастеры
762776	Зубная паста
762776	Карандаши
762776	Набор ручек
762776	Оберточная бумага
762776	Фломастеры
762935	Журнал
762971	Карта флеш-памяти
762971	Конфеты
763025	Журнал
763025	Зубная щетка
763097	Аналгетик
763118	Зубная паста
763178	Зубная щетка
763274	Фломастеры
763298	Журнал
763316	Набор ручек
763373	Конфеты
763406	Журнал
763418	Набор ручек
763427	Журнал
763454	Журнал
763454	Карандаши
763454	Парфюм
763514	Журнал
763514	Набор ручек
763514	Парфюм
763538	Журнал
763538	Зубная щетка
763538	Парфюм
763556	Журнал
763622	Журнал
763622	Зубная щетка
763622	Шампунь
763637	Зубная щетка
763637	Парфюм
763640	Зубная щетка
763640	Шампунь
763727	Зубная паста
763727	Конфеты
763853	Конфеты
763853	Поздравительная открытка
763874	Конфеты
763931	Зубная паста
763949	Лекало
763952	Карта флеш-памяти
763988	Конфеты
764042	Конфеты
764054	Конфеты
764117	Карандаши
764195	Журнал
764204	Карандаши
764204	Поздравительная открытка
764279	Набор ручек
764363	Поздравительная открытка
764366	Лекало
764396	Лекало
764420	Аналгетик
764420	Журнал
764426	Карта флеш-памяти
764477	Карта флеш-памяти
764558	Набор ручек
764645	Набор ручек
764648	Журнал
764648	Карандаши
764648	Конфеты
